,Consumer_ID,C_City,C_State,C_Country,Smoker,Drink_Level,Transportation_Method,Marital_Status,Age,Occupation,Budget,Preferred_Cuisine,Restaurant_ID,Overall_Rating,Food_Rating,Service_Rating,Name,R_City,R_State,R_Country,Latitude,Longitude,Alcohol_Service,Smoking_Allowed,Price,Franchise,Area,Parking,Cuisine,Cuisine_Match,Alcohol_Num,Smoking_Num
22,U1003,San Luis Potosi,San Luis Potosi,Mexico,No,Social Drinker,Public,Single,23,Student,Low,Mexican,132825,2,2,1,Puesto De Tacos,San Luis Potosi,San Luis Potosi,Mexico,22.1473922,-100.983092,no alcohol,No,Low,No,Open,not available,Mexican,Mexican,,0.0
23,U1003,San Luis Potosi,San Luis Potosi,Mexico,No,Social Drinker,Public,Single,23,Student,Low,Mexican,135075,2,2,2,Mariscos El Pescador,San Luis Potosi,San Luis Potosi,Mexico,22.139573,-100.991564,no alcohol,No,Medium,No,Closed,Yes,Seafood,Mexican,,0.0
24,U1003,San Luis Potosi,San Luis Potosi,Mexico,No,Social Drinker,Public,Single,23,Student,Low,Mexican,132862,1,2,2,La Posada Del Virrey,San Luis Potosi,San Luis Potosi,Mexico,22.1506429,-100.9870148,Wine & Beer,No,High,No,Closed,Valet,International,Mexican,,0.0
25,U1003,San Luis Potosi,San Luis Potosi,Mexico,No,Social Drinker,Public,Single,23,Student,Low,Mexican,135041,0,1,1,Luna Cafe,San Luis Potosi,San Luis Potosi,Mexico,22.15106,-100.977659,Wine & Beer,No,Medium,No,Closed,not available,Bar,Mexican,,0.0
26,U1003,San Luis Potosi,San Luis Potosi,Mexico,No,Social Drinker,Public,Single,23,Student,Low,Mexican,135041,0,1,1,Luna Cafe,San Luis Potosi,San Luis Potosi,Mexico,22.15106,-100.977659,Wine & Beer,No,Medium,No,Closed,not available,Cafeteria,Mexican,,0.0
27,U1003,San Luis Potosi,San Luis Potosi,Mexico,No,Social Drinker,Public,Single,23,Student,Low,Mexican,132937,2,2,1,Rockabilly ,San Luis Potosi,San Luis Potosi,Mexico,22.1500193,-100.9799203,Full Bar,Smoking Section,Low,No,Closed,not available,Bar,Mexican,,
28,U1003,San Luis Potosi,San Luis Potosi,Mexico,No,Social Drinker,Public,Single,23,Student,Low,Mexican,132922,2,2,2,Cafe Punta Del Cielo,San Luis Potosi,San Luis Potosi,Mexico,22.1511348,-100.9823115,no alcohol,Yes,Medium,No,Closed,not available,Cafeteria,Mexican,,1.0
29,U1003,San Luis Potosi,San Luis Potosi,Mexico,No,Social Drinker,Public,Single,23,Student,Low,Mexican,132723,2,2,1,Gordas De Morales,San Luis Potosi,San Luis Potosi,Mexico,22.1489337,-101.019845,Full Bar,Smoking Section,Medium,No,Closed,Public,Mexican,Mexican,,
30,U1003,San Luis Potosi,San Luis Potosi,Mexico,No,Social Drinker,Public,Single,23,Student,Low,Mexican,132755,2,2,1,La Estrella De Dimas,San Luis Potosi,San Luis Potosi,Mexico,22.153324,-101.0195459,no alcohol,No,Medium,No,Closed,Public,Mexican,Mexican,,0.0
31,U1003,San Luis Potosi,San Luis Potosi,Mexico,No,Social Drinker,Public,Single,23,Student,Low,Mexican,135080,2,1,2,Los Toneles,San Luis Potosi,San Luis Potosi,Mexico,22.145008,-100.997969,no alcohol,Smoking Section,High,No,Closed,not available,,Mexican,,
32,U1003,San Luis Potosi,San Luis Potosi,Mexico,No,Social Drinker,Public,Single,23,Student,Low,Mexican,135079,2,2,2,Koye Sushi,San Luis Potosi,San Luis Potosi,Mexico,22.156376,-100.998355,no alcohol,No,High,No,Closed,not available,Chinese,Mexican,,0.0
33,U1003,San Luis Potosi,San Luis Potosi,Mexico,No,Social Drinker,Public,Single,23,Student,Low,Mexican,132754,2,2,2,Cabana Huasteca,San Luis Potosi,San Luis Potosi,Mexico,22.1477379,-100.9906163,no alcohol,No,Medium,No,Closed,not available,Mexican,Mexican,,0.0
34,U1003,San Luis Potosi,San Luis Potosi,Mexico,No,Social Drinker,Public,Single,23,Student,Low,Mexican,135059,2,2,2,Restaurant Bar Hacienda Los Martinez,San Luis Potosi,San Luis Potosi,Mexico,22.145108,-100.989547,Wine & Beer,Smoking Section,Medium,No,Closed,Yes,Bar,Mexican,,
35,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Bakery,135060,1,1,1,Restaurante Marisco Sam,San Luis Potosi,San Luis Potosi,Mexico,22.156883,-100.978485,no alcohol,No,Medium,No,Closed,not available,Seafood,Bakery,,0.0
36,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Bakery,135028,2,2,2,La Virreina,San Luis Potosi,San Luis Potosi,Mexico,22.146658,-100.987219,Wine & Beer,No,Medium,No,Closed,not available,Mexican,Bakery,,0.0
37,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Bakery,135106,2,2,2,El Rincón De San Francisco,San Luis Potosi,San Luis Potosi,Mexico,22.1497088,-100.9760928,Wine & Beer,Bar Only,Medium,No,Open,not available,Mexican,Bakery,,
38,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Bakery,135062,2,2,1,Restaurante El Cielo Potosino,San Luis Potosi,San Luis Potosi,Mexico,22.153703,-100.979033,no alcohol,No,Medium,No,Closed,Yes,,Bakery,,0.0
39,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Bakery,135032,2,2,2,Cafeteria Y Restaurant El Pacifico,San Luis Potosi,San Luis Potosi,Mexico,22.152481,-100.973486,Wine & Beer,Smoking Section,Medium,No,Closed,Public,Cafeteria,Bakery,,
40,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Bakery,135032,2,2,2,Cafeteria Y Restaurant El Pacifico,San Luis Potosi,San Luis Potosi,Mexico,22.152481,-100.973486,Wine & Beer,Smoking Section,Medium,No,Closed,Public,Contemporary,Bakery,,
41,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Bakery,132954,2,2,2,La Parroquia,San Luis Potosi,San Luis Potosi,Mexico,22.1603808,-100.9880447,no alcohol,No,Medium,Yes,Closed,Yes,Breakfast,Bakery,,0.0
42,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Bakery,132955,2,2,2,Emilianos,San Luis Potosi,San Luis Potosi,Mexico,22.147622,-101.0102749,Wine & Beer,No,Low,Yes,Closed,not available,Brewery,Bakery,,0.0
43,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Bakery,132958,2,2,2,Tacos Los Volcanes,San Luis Potosi,San Luis Potosi,Mexico,22.1449787,-101.0056829,no alcohol,No,Low,Yes,Closed,not available,American,Bakery,,0.0
44,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Breakfast,135060,1,1,1,Restaurante Marisco Sam,San Luis Potosi,San Luis Potosi,Mexico,22.156883,-100.978485,no alcohol,No,Medium,No,Closed,not available,Seafood,Breakfast,,0.0
45,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Breakfast,135028,2,2,2,La Virreina,San Luis Potosi,San Luis Potosi,Mexico,22.146658,-100.987219,Wine & Beer,No,Medium,No,Closed,not available,Mexican,Breakfast,,0.0
46,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Breakfast,135106,2,2,2,El Rincón De San Francisco,San Luis Potosi,San Luis Potosi,Mexico,22.1497088,-100.9760928,Wine & Beer,Bar Only,Medium,No,Open,not available,Mexican,Breakfast,,
47,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Breakfast,135062,2,2,1,Restaurante El Cielo Potosino,San Luis Potosi,San Luis Potosi,Mexico,22.153703,-100.979033,no alcohol,No,Medium,No,Closed,Yes,,Breakfast,,0.0
48,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Breakfast,135032,2,2,2,Cafeteria Y Restaurant El Pacifico,San Luis Potosi,San Luis Potosi,Mexico,22.152481,-100.973486,Wine & Beer,Smoking Section,Medium,No,Closed,Public,Cafeteria,Breakfast,,
49,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Breakfast,135032,2,2,2,Cafeteria Y Restaurant El Pacifico,San Luis Potosi,San Luis Potosi,Mexico,22.152481,-100.973486,Wine & Beer,Smoking Section,Medium,No,Closed,Public,Contemporary,Breakfast,,
50,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Breakfast,132954,2,2,2,La Parroquia,San Luis Potosi,San Luis Potosi,Mexico,22.1603808,-100.9880447,no alcohol,No,Medium,Yes,Closed,Yes,Breakfast,Breakfast,,0.0
51,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Breakfast,132955,2,2,2,Emilianos,San Luis Potosi,San Luis Potosi,Mexico,22.147622,-101.0102749,Wine & Beer,No,Low,Yes,Closed,not available,Brewery,Breakfast,,0.0
52,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Breakfast,132958,2,2,2,Tacos Los Volcanes,San Luis Potosi,San Luis Potosi,Mexico,22.1449787,-101.0056829,no alcohol,No,Low,Yes,Closed,not available,American,Breakfast,,0.0
53,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Japanese,135060,1,1,1,Restaurante Marisco Sam,San Luis Potosi,San Luis Potosi,Mexico,22.156883,-100.978485,no alcohol,No,Medium,No,Closed,not available,Seafood,Japanese,,0.0
54,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Japanese,135028,2,2,2,La Virreina,San Luis Potosi,San Luis Potosi,Mexico,22.146658,-100.987219,Wine & Beer,No,Medium,No,Closed,not available,Mexican,Japanese,,0.0
55,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Japanese,135106,2,2,2,El Rincón De San Francisco,San Luis Potosi,San Luis Potosi,Mexico,22.1497088,-100.9760928,Wine & Beer,Bar Only,Medium,No,Open,not available,Mexican,Japanese,,
56,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Japanese,135062,2,2,1,Restaurante El Cielo Potosino,San Luis Potosi,San Luis Potosi,Mexico,22.153703,-100.979033,no alcohol,No,Medium,No,Closed,Yes,,Japanese,,0.0
57,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Japanese,135032,2,2,2,Cafeteria Y Restaurant El Pacifico,San Luis Potosi,San Luis Potosi,Mexico,22.152481,-100.973486,Wine & Beer,Smoking Section,Medium,No,Closed,Public,Cafeteria,Japanese,,
58,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Japanese,135032,2,2,2,Cafeteria Y Restaurant El Pacifico,San Luis Potosi,San Luis Potosi,Mexico,22.152481,-100.973486,Wine & Beer,Smoking Section,Medium,No,Closed,Public,Contemporary,Japanese,,
59,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Japanese,132954,2,2,2,La Parroquia,San Luis Potosi,San Luis Potosi,Mexico,22.1603808,-100.9880447,no alcohol,No,Medium,Yes,Closed,Yes,Breakfast,Japanese,,0.0
60,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Japanese,132955,2,2,2,Emilianos,San Luis Potosi,San Luis Potosi,Mexico,22.147622,-101.0102749,Wine & Beer,No,Low,Yes,Closed,not available,Brewery,Japanese,,0.0
61,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Japanese,132958,2,2,2,Tacos Los Volcanes,San Luis Potosi,San Luis Potosi,Mexico,22.1449787,-101.0056829,no alcohol,No,Low,Yes,Closed,not available,American,Japanese,,0.0
62,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Contemporary,135060,1,1,1,Restaurante Marisco Sam,San Luis Potosi,San Luis Potosi,Mexico,22.156883,-100.978485,no alcohol,No,Medium,No,Closed,not available,Seafood,Contemporary,,0.0
63,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Contemporary,135028,2,2,2,La Virreina,San Luis Potosi,San Luis Potosi,Mexico,22.146658,-100.987219,Wine & Beer,No,Medium,No,Closed,not available,Mexican,Contemporary,,0.0
64,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Contemporary,135106,2,2,2,El Rincón De San Francisco,San Luis Potosi,San Luis Potosi,Mexico,22.1497088,-100.9760928,Wine & Beer,Bar Only,Medium,No,Open,not available,Mexican,Contemporary,,
65,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Contemporary,135062,2,2,1,Restaurante El Cielo Potosino,San Luis Potosi,San Luis Potosi,Mexico,22.153703,-100.979033,no alcohol,No,Medium,No,Closed,Yes,,Contemporary,,0.0
66,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Contemporary,135032,2,2,2,Cafeteria Y Restaurant El Pacifico,San Luis Potosi,San Luis Potosi,Mexico,22.152481,-100.973486,Wine & Beer,Smoking Section,Medium,No,Closed,Public,Cafeteria,Contemporary,,
67,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Contemporary,135032,2,2,2,Cafeteria Y Restaurant El Pacifico,San Luis Potosi,San Luis Potosi,Mexico,22.152481,-100.973486,Wine & Beer,Smoking Section,Medium,No,Closed,Public,Contemporary,Contemporary,,
68,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Contemporary,132954,2,2,2,La Parroquia,San Luis Potosi,San Luis Potosi,Mexico,22.1603808,-100.9880447,no alcohol,No,Medium,Yes,Closed,Yes,Breakfast,Contemporary,,0.0
69,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Contemporary,132955,2,2,2,Emilianos,San Luis Potosi,San Luis Potosi,Mexico,22.147622,-101.0102749,Wine & Beer,No,Low,Yes,Closed,not available,Brewery,Contemporary,,0.0
70,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Contemporary,132958,2,2,2,Tacos Los Volcanes,San Luis Potosi,San Luis Potosi,Mexico,22.1449787,-101.0056829,no alcohol,No,Low,Yes,Closed,not available,American,Contemporary,,0.0
71,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Mexican,135060,1,1,1,Restaurante Marisco Sam,San Luis Potosi,San Luis Potosi,Mexico,22.156883,-100.978485,no alcohol,No,Medium,No,Closed,not available,Seafood,Mexican,,0.0
72,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Mexican,135028,2,2,2,La Virreina,San Luis Potosi,San Luis Potosi,Mexico,22.146658,-100.987219,Wine & Beer,No,Medium,No,Closed,not available,Mexican,Mexican,,0.0
73,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Mexican,135106,2,2,2,El Rincón De San Francisco,San Luis Potosi,San Luis Potosi,Mexico,22.1497088,-100.9760928,Wine & Beer,Bar Only,Medium,No,Open,not available,Mexican,Mexican,,
74,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Mexican,135062,2,2,1,Restaurante El Cielo Potosino,San Luis Potosi,San Luis Potosi,Mexico,22.153703,-100.979033,no alcohol,No,Medium,No,Closed,Yes,,Mexican,,0.0
75,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Mexican,135032,2,2,2,Cafeteria Y Restaurant El Pacifico,San Luis Potosi,San Luis Potosi,Mexico,22.152481,-100.973486,Wine & Beer,Smoking Section,Medium,No,Closed,Public,Cafeteria,Mexican,,
76,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Mexican,135032,2,2,2,Cafeteria Y Restaurant El Pacifico,San Luis Potosi,San Luis Potosi,Mexico,22.152481,-100.973486,Wine & Beer,Smoking Section,Medium,No,Closed,Public,Contemporary,Mexican,,
77,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Mexican,132954,2,2,2,La Parroquia,San Luis Potosi,San Luis Potosi,Mexico,22.1603808,-100.9880447,no alcohol,No,Medium,Yes,Closed,Yes,Breakfast,Mexican,,0.0
78,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Mexican,132955,2,2,2,Emilianos,San Luis Potosi,San Luis Potosi,Mexico,22.147622,-101.0102749,Wine & Beer,No,Low,Yes,Closed,not available,Brewery,Mexican,,0.0
79,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Mexican,132958,2,2,2,Tacos Los Volcanes,San Luis Potosi,San Luis Potosi,Mexico,22.1449787,-101.0056829,no alcohol,No,Low,Yes,Closed,not available,American,Mexican,,0.0
80,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Bagels,135060,1,1,1,Restaurante Marisco Sam,San Luis Potosi,San Luis Potosi,Mexico,22.156883,-100.978485,no alcohol,No,Medium,No,Closed,not available,Seafood,Bagels,,0.0
81,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Bagels,135028,2,2,2,La Virreina,San Luis Potosi,San Luis Potosi,Mexico,22.146658,-100.987219,Wine & Beer,No,Medium,No,Closed,not available,Mexican,Bagels,,0.0
82,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Bagels,135106,2,2,2,El Rincón De San Francisco,San Luis Potosi,San Luis Potosi,Mexico,22.1497088,-100.9760928,Wine & Beer,Bar Only,Medium,No,Open,not available,Mexican,Bagels,,
83,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Bagels,135062,2,2,1,Restaurante El Cielo Potosino,San Luis Potosi,San Luis Potosi,Mexico,22.153703,-100.979033,no alcohol,No,Medium,No,Closed,Yes,,Bagels,,0.0
84,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Bagels,135032,2,2,2,Cafeteria Y Restaurant El Pacifico,San Luis Potosi,San Luis Potosi,Mexico,22.152481,-100.973486,Wine & Beer,Smoking Section,Medium,No,Closed,Public,Cafeteria,Bagels,,
85,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Bagels,135032,2,2,2,Cafeteria Y Restaurant El Pacifico,San Luis Potosi,San Luis Potosi,Mexico,22.152481,-100.973486,Wine & Beer,Smoking Section,Medium,No,Closed,Public,Contemporary,Bagels,,
86,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Bagels,132954,2,2,2,La Parroquia,San Luis Potosi,San Luis Potosi,Mexico,22.1603808,-100.9880447,no alcohol,No,Medium,Yes,Closed,Yes,Breakfast,Bagels,,0.0
87,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Bagels,132955,2,2,2,Emilianos,San Luis Potosi,San Luis Potosi,Mexico,22.147622,-101.0102749,Wine & Beer,No,Low,Yes,Closed,not available,Brewery,Bagels,,0.0
88,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Bagels,132958,2,2,2,Tacos Los Volcanes,San Luis Potosi,San Luis Potosi,Mexico,22.1449787,-101.0056829,no alcohol,No,Low,Yes,Closed,not available,American,Bagels,,0.0
89,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Coffee Shop,135060,1,1,1,Restaurante Marisco Sam,San Luis Potosi,San Luis Potosi,Mexico,22.156883,-100.978485,no alcohol,No,Medium,No,Closed,not available,Seafood,Coffee Shop,,0.0
90,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Coffee Shop,135028,2,2,2,La Virreina,San Luis Potosi,San Luis Potosi,Mexico,22.146658,-100.987219,Wine & Beer,No,Medium,No,Closed,not available,Mexican,Coffee Shop,,0.0
91,U1004,Cuernavaca,Morelos,Mexico,No,Abstemious,Public,Single,72,Employed,Medium,Coffee Shop,135106,2,2,2,El Rincón De San Francisco,San Luis Potosi,San Luis Potosi,Mexico,22.1497088,-100.9760928,Wine & Beer,Bar Only,Medium,No,Open,not available,Mexican,Coffee Shop,,
